"Playlist Date","Playlist Title","DJ ID","DJ Name",Date,Artist,Song,Release,Duration,ISRC,Released
"Oct 13, 2022","FM:Bed Bugs",164729,"Nathan Steighner","Oct 13, 2022",Lush,"Desire Lines",Split,7:39,GBAFL9400114,1994
"Oct 13, 2022","FM:Bed Bugs",164729,"Nathan Steighner","Oct 13, 2022","Sonic Youth",Superstar,"If I Were a Carpenter",4:06,USAM19400323,1994
"Oct 13, 2022","DIG:Nervous Child Collective",164925,"Nervous Child Collection","Oct 13, 2022","The Front Bottoms","The Supply of Power","Theresa - EP",3:23,,2022
"Oct 13, 2022","DIG:Nervous Child Collective",164925,"Nervous Child Collection","Oct 13, 2022","The Front Bottoms","Hello World","Theresa - EP",4:31,USAT22208141,2022
"Oct 13, 2022","DIG:Nervous Child Collective",164925,"Nervous Child Collection","Oct 13, 2022","The Front Bottoms","Tie Dye Dragon","Ann - EP",3:57,USAT21801116,2018
"Oct 13, 2022","DIG:Nervous Child Collective",164925,"Nervous Child Collection","Oct 13, 2022","The Front Bottoms","Somebody Else","Ann - EP",4:27,USAT21801112,2018
"Oct 13, 2022","DIG:Nervous Child Collective",164925,"Nervous Child Collection","Oct 13, 2022","The Front Bottoms","Be Nice To Me","Rose - EP",2:47,US37V1422705,2014
"Oct 13, 2022","DIG:Nervous Child Collective",164925,"Nervous Child Collection","Oct 13, 2022","The Front Bottoms","Lipstick Covered Magnet","Rose - EP",2:34,US37V1422702,2014
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022","Sweet Trip","Noise is a Social Skill (V.0.8)","Little Darla Has a Treat for You: Reincarnated Tracks 1995-2009",6:20,USA4D1530018,1995
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022","Soul Coughing","Screenwriters Blues","Ruby Vroom",5:09,GBANC9400061,1994
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022","draag me","All Bad Score Emulations","I Am Gambling With My Life",2:21,TCAEP2079349,2020
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022","The Cure","Pictures of You","Disintegration (Deluxe Edition - Remastered)",7:28,USEE10901453,2010
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022","800 Cherries",through,Romantico,5:48,USEFC0610005,2004
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022","John Frusciante","The Past Recedes",Curtains,3:54,USRC20400098,2009
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022","The Wake","Pale Spectre","Here Comes Everybody + Singles",4:00,GBHBR0400337,1987
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022","The Cranberries",Sunday,"Everybody Else Is Doing It, So Why Can't We?",3:31,USIR29300081,1993
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022","Good Sad Happy Bad",Star,Shades,2:32,FRX872029096,2020
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022","Foo Fighters",Everlong,"The Colour and the Shape (Bonus Track Version)",4:11,USRW29600011,1997
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022","The Help",wingspan,,,,
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022","Big Thief",Masterpiece,Masterpiece,3:51,US2U61623302,2016
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022","The Soundcarriers","So Beguiled",Entropicalia,3:41,GBLLT2145466,2021
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022","People I Love","Coffee (feat. Lily McKown)","Coffee (feat. Lily McKown) - Single",2:19,QZHN32270113,2022
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022","Nick Cave & The Bad Seeds",Vortex,"B-Sides & Rarities (Part II)",4:38,GBSG42000027,2021
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022","Nana Grizol","Tambourine - N - Thyme","Love It Love It",2:29,US54F0810002,2008
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022","Tacoma Radar","Take Your Time","No One Waved Goodbye",3:52,GBBRE0200019,2004
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022","The Killers","Romeo and Juliet (Live From Abbey Road /2006)",Sawdust,5:28,USUM70736873,2017
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022",Bloodbath64,"Escalators to the Moon",Aestheticadelica,3:40,USHM92044793,2020
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022","Fiona Apple",Shameika,"Fetch The Bolt Cutters",4:09,USSM12001950,2020
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022","Chanel Beads",Ef,"Ef - Single",2:59,QZHNA2205231,2022
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022","Maria Chiara Argirò",Greenarp,"Forest City",3:35,USD8D2290003,2022
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022",Widowspeak,"Wicked Game","Gun Shy - Single",4:12,US8YA1110134,2011
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022","Belle and Sebastian","Piazza, New York Catcher","Dear Catastrophe Waitress",3:03,GBCVZ0300692,2003
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022","Kitty Craft","Comeback Queen",Catskills,3:07,QZHN61986362,2019
"Oct 13, 2022","DIG:The girl playlist",164954,"Molly Williams","Oct 13, 2022","Cage the Elephant","Sweetie Little Jean (Unpeeled)",Unpeeled,3:26,USRC11701289,2017
"Oct 13, 2022","FM:insufferable art house cinema soundtrack",163178,"Jack Landau","Oct 13, 2022",Stereolab,"Prisoner of Mars","Dots and Loops",4:22,USEE19792080,2019
"Oct 13, 2022","FM:Popcorn Radio",165477,Hana,"Oct 13, 2022","Kevin Shields",Ikebana,"Lost In Translation (Original Motion Picture Soundtrack)",1:38,USRY20518017,2003
"Oct 13, 2022","FM:Popcorn Radio",165477,Hana,"Oct 13, 2022","my bloody valentine",Sometimes,Loveless,5:19,USWB10101910,1991
"Oct 13, 2022","FM:Popcorn Radio",165477,Hana,"Oct 13, 2022","Kevin Shields","City Girl","Lost In Translation (Original Motion Picture Soundtrack)",3:48,USRY20518009,2003
"Oct 13, 2022","FM:Popcorn Radio",165477,Hana,"Oct 13, 2022",Squarepusher,Tommib,"Go Plastic",1:19,GBBPW0100055,2001
"Oct 13, 2022","FM:Popcorn Radio",165477,Hana,"Oct 13, 2022","Happy End","Kaze Wo Atsumete","Lost In Translation (Original Motion Picture Soundtrack)",4:07,,2003
"Oct 13, 2022","FM:Popcorn Radio",165477,Hana,"Oct 13, 2022",Naeleck,"All My Heroes","All My Heroes - Single",4:46,FRR642000624,2020
"Oct 13, 2022","FM:Popcorn Radio",165477,Hana,"Oct 13, 2022",Phoenix,"Too Young",United,3:18,FRS639900096,2000
"Oct 13, 2022","FM:Popcorn Radio",165477,Hana,"Oct 13, 2022","Maria Muldaur","Midnight at the Oasis","Maria Muldaur",3:50,USRE10100264,1973
"Oct 13, 2022","FM:Popcorn Radio",165477,Hana,"Oct 13, 2022","Roxy Music","More Than This",Avalon,4:31,GBAAA9900092,1999
"Oct 13, 2022","FM:Popcorn Radio",165477,Hana,"Oct 13, 2022",air,"Alone In Kyoto","Talkie Walkie",4:51,FRS630300098,2004
"Oct 13, 2022","FM:Popcorn Radio",165477,Hana,"Oct 13, 2022","Death In Vegas",Girls,"Lost In Translation (Original Motion Picture Soundtrack)",4:27,,2003
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022",Superorganism,"Something for Your M.I.N.D.",Superorganism,2:45,GBCEL1700514,2018
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022","Beach House","Space Song","Depression Cherry",5:20,AUVB01500013,2015
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022","The Kooks",Naive,"Inside In / Inside Out",3:24,GBAAA0500836,2006
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022","Young the Giant",Superposition,"Mirror Master",3:51,USAT21810822,2018
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022",Labrinth,Formula,"Euphoria (Original Score from the HBO Series)",1:32,USQX91902497,2019
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022",M83,"Midnight City","Hurry Up, We're Dreaming",4:04,GB55H1100002,2012
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022",Thundercat,"Them Changes",Drunk,3:08,US25X1090547,2017
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022","Tracy Chapman","Fast Car","Tracy Chapman",4:57,USEE10180719,1988
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022","Florence + the Machine","Cosmic Love","Lungs (Deluxe Version)",4:16,GBUM70903473,2009
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022","Kate Bush",Cloudbusting,"Hounds of Love (Remastered)",5:10,GBAYE1800888,2018
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022","Perfume Genius","Slip Away","No Shape",2:45,USMTD1709223,2017
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022","Ludovico Einaudi","Experience (Live)","iTunes Festival: London 2013",5:19,ITB281300091,2013
"Oct 13, 2022","FM:Flavor of the Week",164801,"Julia Parker","Oct 13, 2022",Hozier,"Would That I","Wasteland, Baby!",4:28,IEACJ1800137,2019
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","Olivia Rodrigo","jealousy, jealousy",SOUR,2:53,USUG12101248,2021
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","Little Mix",Wings,"Between Us",3:40,GBHMU1200137,2021
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022",P!nk,"So What","NOW That's What I Call Music 29, 30, 31",3:34,,2009
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","Avril Lavigne","What the Hell","Goodbye Lullaby",3:41,USRC11000915,2011
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","Carrie Underwood","Before He Cheats","Blown Away",3:20,GBCTA0500197,2012
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","Kelly Clarkson","Since 'U Been Gone",Breakaway,3:09,GBCTA0400231,2004
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","Christina Aguilera",Fighter,"Keeps Gettin' Better: A Decade of Hits",4:09,USRC10201072,2008
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","Destiny's Child",Survivor,#1's,3:49,USSM10505680,1997
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","Aretha Franklin",Respect,"Aretha's Gold",2:27,USAT29902241,1969
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","Alanis Morissette","You Oughta Know","Jagged Little Pill",4:09,USMV29900091,1995
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","No Doubt","Just a Girl","Tragic Kingdom",3:29,USIR19500272,2016
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","The Runaways","Cherry Bomb","20th Century Masters - The Millennium Collection: The Best of The Runaways",2:18,USIR20200576,2005
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","Bikini Kill","Rebel Girl","Pussy Whipped",2:43,USKRS0321810,2012
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","Pat Benatar","Hit Me With Your Best Shot","Crimes of Passion",2:51,USCH38400009,2014
"Oct 13, 2022","FM:Reference Referee",164685,"Josh Tuttelman","Oct 13, 2022","Joan Jett & the Blackhearts","Bad Reputation","Greatest Hits",2:47,USBH18000101,2010
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022",Harriette,"at least i'm pretty","at least i'm pretty - Single",1:47,FRIDO2110335,2021
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022",Sleater-Kinney,"The Swimmer","All Hands on the Bad One (Remastered)",3:46,USSUB1410713,2014
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022",Bratmobile,"Eating Toothpaste","Ladies, Women and Girls",2:27,USA371597928,2000
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022","The Slits",Newtown,"Cut (Deluxe Edition)",3:48,GBAAN7900032,2009
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022",Slutever,Smother,"Almost Famous",1:55,TCACF1563425,2016
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022",Gossip,"Standing In the Way of Control","Standing In the Way of Control",4:16,GBJTP0600006,2007
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022","Aye Nako",Nightcrawler,"Silver Haze",3:22,USA2B1617657,2017
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022",Thick,"Your Mom","Thick - Single",1:24,USEP41912005,2019
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022",Partner,"Everybody Knows","In Search of Lost Time",2:55,CA0LX1700001,2017
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022","Big Joanie","Fall Asleep",Sistahs,2:57,GBHLW1804208,2018
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022",Sleater-Kinney,"I Wanna Be Your Joey Ramone","Call the Doctor (Remastered)",2:37,USSUB1410407,2014
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022","Butch Baby","TERF Bangs","Stoned Butch Blues - EP",2:46,TCADW1875935,2018
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022","Sloppy Jane",Glitterspit,"Sure-Tuff - EP",3:41,TCADD1737043,2015
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022","Skinny Girl Diet",Okay,"Heavy Flow",3:41,GBKTV0403874,2016
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022","Le Tigre","The The Empty","Le Tigre",2:04,GBBKT9900056,1999
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022","illuminati hotties","freequent letdown","FREE I.H: This Is Not the One You've Been Waiting for",1:58,USC5Q2000004,2022
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022",Pavement,"At & T","Wowee Zowee",3:33,GBCEL0200201,2003
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022",Scrunchies,"Absolute Maximum","Feral Coast",3:07,USA2Z2200008,2022
"Oct 13, 2022",FM:Girlypop!,164712,"Willow Morrissey","Oct 13, 2022",Scrunchies,Witchita,Stunner,,,
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022","Fiona Apple","Paper Bag","When the Pawn Hits the Conflicts He Thinks Like a King...",3:39,USSM19910365,1999
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022",Grimes,"Beast Infection","Geidi Primes",2:21,CA21O1000023,2010
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022","The Beatles","I Am the Walrus","Magical Mystery Tour",4:36,GBAYE0601638,2009
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022","Phoebe Bridgers","I Know the End",Punisher,5:45,USJ5G2020011,2020
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022","Belle and Sebastian","There's Too Much Love","Fold Your Hands Child You Walk Like a Peasant",3:27,GBCAX0002511,2000
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022","Declan McKenna",Brazil,"What Do You Think About the Car?",4:12,FR6P11500911,2017
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022","LCD Soundsystem","New York, I Love You But You're Bringing Me Down","Sound of Silver",5:35,US4GE0600022,2007
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022","The Cure","Boys Don't Cry","Greatest Hits",2:37,GBALB7800001,2001
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022","Lunar Vacation",Peddler,"Inside Every Fig is a Dead Wasp",3:04,QZEPW1905502,2021
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022","Flo Petite","When I Wake Up","When I Wake Up - Single",4:36,QZHN82224681,2022
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022","Keep for Cheap","Forgive Me","Forgive Me - Single",4:29,SEYOK2051736,2020
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022","Tegan and Sara","Where Does the Good Go","So Jealous",3:35,USWB11403438,2007
"Oct 13, 2022","FM:Das Kapital",165005,,"Oct 13, 2022",Coolio,"Gangsta's Paradise","Best of Coolio (Deluxe Version)",3:42,ITG411000040,2015
"Oct 13, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 13, 2022",Smino,Amphetamine,blkswn,7:50,USUG11700177,2017
"Oct 13, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 13, 2022","Smino & J. Cole","90 Proof","90 Proof - Single",3:28,,2022
"Oct 13, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 13, 2022",Smino,Trina,"Trina - Single",2:22,USUG11903508,2019
"Oct 13, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 13, 2022","Smino, JID & Kenny Beats",Baguetti,"Baguetti - Single",3:01,USUG12001400,2020
"Oct 13, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 13, 2022",Smino,Already,"She Already Decided",,,2020
"Oct 13, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 13, 2022",Smino,SPINZ,NOIR,3:50,USUG11802511,2018
"Oct 13, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 13, 2022",Smino,PIZANO,NOIR,3:15,USUG11802517,2018
"Oct 13, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 13, 2022",Smino,"Edgar Allan Poe'd Up (feat. theMIND)",blkswn,3:11,USUG11700165,2017
"Oct 13, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 13, 2022",Smino,"Wild Irish Roses",blkswn,2:49,USUG11700151,2017
"Oct 13, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 13, 2022",Smino,"Runnin (feat. Jay2AintShit)","blkjuptr  - EP",3:25,USUG11600269,2016
"Oct 13, 2022","FM:The Crate Dive",167319,"Elad Shdaimah","Oct 13, 2022",Smino,"Ruby Red","S!ck S!ck S!ck - Single",4:24,TCACU1628193,2016
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","Etta Baker","Carolina Breakdown","Railroad Bill",3:12,USMKF0391601,1999
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","John Cephas & Phil Wiggins","Staggerlee (Stackolee)","Classic African-American Ballads from Smithsonian Folkways",5:07,USSF10619108,2006
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","Barbecue Bob","Barbecue Blues","Presenting Barbecue Bob",3:13,DEXO42238663,1927
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","Dan Pickett","Ride to a Funeral In a V-8","Get on the Road to Glory",2:32,USESK1306690,2013
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","Josh White","St. James Infirmary","The Elektra Years",3:40,USEE10250692,2004
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","Mississippi John Hurt","Coffee Blues",Rediscovered,3:46,USVG28707828,1998
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","Pink Anderson","I Got a Woman 'Way Cross Town","Medicine Show Man",3:02,USFI86100561,1999
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","Memphis Minnie","If You See My Rooster (Please Run Him Home)","Hoodoo Lady (1933-1937)",3:15,USSM10027153,1991
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","Blind Willie McTell","I Got to Cross the River Jordan","Atlanta Twelve String",4:00,USAT20202149,2004
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","John Jackson","Railroad Bill","Rappahannock Blues",3:37,USSF10818105,2010
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","Rev. Gary Davis","Death Don't Have No Mercy","Harlem Street Singer",4:43,,
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","Blind Boy Fuller","Truckin My Blues Away","Presenting Blind Boy Fuller",3:08,DEXN92266141,1936
"Oct 12, 2022","FM:the deep genre dive (piedmont blues)",164966,"connor mayers","Oct 12, 2022","Elizabeth Cotten","Freight train","Freight Train and Other North Carolina Folk Songs and Tunes",2:46,USSF18900902,1989
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022","Hope Tala","All My Girls Like To Fight","Girl Eats Sun - EP",3:53,GBUM72004473,2020
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022","Finn Foxell","Piece of Mind (feat. Nayana Iz)","Good Tea - EP",2:57,TCAEK1973808,2019
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022",Angèle,Perdus,"Perdus - Single",3:04,BE8HB1990006,2019
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022","Burna Boy","On the Low","African Giant",3:06,USAT21812249,2019
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022","Bone Slim & droppedmilk","Cassius Non-fiction","BoneChilledMilk - EP",3:38,GBAKX1900002,2019
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022","Greentea Peng","Top Steppa","GREENZONE 108",3:30,,2022
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022",Enjoy,"Vape Smoke","Sessions With a Nasty Old Tree",3:47,QZK6G2069026,2020
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022","Princess Nokia","Bart Simpson","1992 Deluxe",3:35,GBCVZ1700133,2017
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022",Raveena,"Secret (feat. Vince Staples)","Asha’s Awakening",3:22,USWB12104156,2022
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022","Amy Winehouse","In My Bed",Frank,5:17,GBAAN0300408,2003
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022","Jorja Smith","On My Mind","On My Mind - Single",3:02,QM6N21781333,2017
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022",Oxlade,"KU LO SA - A COLORS SHOW","KU LO SA - A COLORS SHOW - Single",2:28,QMEU32209358,2022
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022","Louis Culture","Part 2","Part 2 - Single",2:46,UKTYC2000002,2020
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022",Noname,"Song 32","Song 32 - Single",2:42,QM24S1913629,2019
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022","Biig Piig","Roses and Gold","No Place for Patience, Vol. 3 - EP",3:15,GBARL1901074,2019
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022",PinkPantheress,Passion,"to hell with it",2:18,GBAYE2100808,2021
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022","Cosmo Pyke","A Piper For Janet","A Piper For Janet - EP",4:40,GBLFP2168467,2021
"Oct 12, 2022","FM:The World at Night",165191,"Iman Smith","Oct 12, 2022","LAVA LA RUE","Hi-Fidelity (feat. Biig Piig)","Hi-Fidelity - EP",3:19,GBX722200154,2022
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022","Blake Babies",Cesspool,Earwig,3:17,USMA20320070,1989
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022",Wombo,"Sour Sun","Fairy Rust",2:37,USA2B2201176,2022
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022","George Clanton",Dumb,Slide,3:22,FRIDO1811203,2019
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022","blue smiley",Glass,Return,2:38,GBSMU2960769,2016
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022","Soccer Mommy","With U","Sometimes, Forever",4:07,USC4R2212070,2022
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022","The Sundays","I Feel",Blind,4:02,USGF19947901,1992
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022","Beach House",L'Inconnue,7,4:25,USSUB1824004,2018
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022","Yo La Tengo","Cherry Chapstick","And Then Nothing Turned Itself Inside-Out",6:12,USMTD0037109,2000
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022","Japanese Breakfast","Kokomo, IN",Jubilee,3:39,USJ5G2022503,2021
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022","Magdalena Bay",Unconditional,"Mercurial World (Deluxe)",3:09,,2022
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022","The Sugarcubes",Hit,"Stick Around for Joy",3:54,USEE19100004,1991
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022","my bloody valentine","I Can See It (But I Can't Feel It)","Isn't Anything",3:12,USWB10101997,1988
"Oct 12, 2022","FM:pink diamond",164810,micslayla,"Oct 12, 2022",Alvvays,"Many Mirrors","Blue Rev",2:59,,2022
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","George Thorogood & The Destroyers","Bad To the Bone","The Baddest of George Thorogood and the Destroyers",4:56,USEM30000046,1992
"Oct 12, 2022",FM:JoeCoolRadio,165209,"Joe Lewis","Oct 12, 2022","Fats Domino","The Prisoner's Song","The Complete Imperial Singles",2:39,USUM71703711,2017
